ukcode,jycode,inputcode,chabbr
2294288,14561,NFSZSBLETF,510290,南方上证380ETF
2294289,16516,BSZYETF,510410,博时资源ETF
2294290,16930,HTSLLETF,510300,华泰300ETF
2294291,17486,JSSZYBLETF,510420,景顺上证180ETF
2294292,18896,YHSZWLETF,510430,银华上证50ETF
2294293,18976,ZZWLLHSETF,510440,大成中证500沪市ETF
2294294,18670,YFDHSETF,510900,易方达恒生ETF
2294295,21283,HXSLLETF,510330,华夏300ETF
2294296,21329,HBTYA,511990,华宝添益A
2294297,21671,NFWLLETF,510500,南方500ETF
2294298,22142,YFDSLLETF,510310,易方达300ETF
2294299,22195,GTGZETF,511010,国泰国债ETF
2294300,22744,YHRLETFA,511880,银华日利ETFA
2294302,22293,HXXFETF,510630,华夏消费ETF
2294303,22295,HXYYETF,510660,华夏医药ETF
2294304,22296,HXJRETF,510650,华夏金融ETF
2294306,23186,GTNZYLLETF,513100,国泰纳指100ETF
2294307,22711,GFWLLETF,510510,广发500ETF
2294309,24366,GTHJETF,518800,国泰黄金ETF
2294310,24367,HAHJYETF,518880,华安黄金易ETF
2294312,24353,BSSZQZETF,511210,博时上证企债ETF
2294313,29813,YFDYYETF,512010,易方达医药ETF
2294315,30955,HAYYETF,512120,华安医药ETF
2294316,30798,BSBPWLL,513500,博时标普500ETF
2294317,31793,NAWLLETF,510520,诺安500ETF
2294318,35764,YFDFYETF,512070,易方达非银ETF
2294319,35312,JSJRDCETF,512640,嘉实金融地产ETF
2294320,35316,JSZYXFETF,512600,嘉实主要消费ETF
2294321,35319,JSYYWSETF,512610,嘉实医药卫生ETF
2294322,36375,JSTMTYWLET,512220,景顺TMT150ETF
2294323,36376,JSSPETF,512210,景顺食品ETF
2294324,36378,JSYYETF,512230,景顺医药ETF
2294325,37005,HADGSLETF,513030,华安德国30ETF
2294326,41142,YFDHBE,511800,易方达货币E
2294327,40915,BSBZJETF,511860,博时保证金ETF
2294328,39677,HFTCTETF,511220,海富通城投ETF
2294329,39440,NFYYETF,512300,南方医药ETF
2294330,40832,NFLCJH,511810,南方理财金H
2294331,41932,HXHGTETF,513660,华夏沪港通ETF
2294332,41938,NFHSETF,513600,南方恒生ETF
2294333,39034,JSYH,505888,嘉实元和
2294334,43288,HXAGETF,512990,华夏A股ETF
2294335,45844,YFDSZWL,502048,易方达上证50
2294336,45845,YFDSZWLA,502049,易方达上证50A
2294337,45846,YFDSZWLB,502050,易方达上证50B
2294338,45909,XBWLLDQ,502000,西部500等权
2294339,45910,XBWLLDQA,502001,西部500等权A
2294340,45911,XBWLLDQB,502002,西部500等权B
2294341,45481,NFGYETF,512310,南方工业ETF
2294342,45842,NFYCLETF,512340,南方原材料ETF
2294343,46145,HXWLLETF,512500,华夏500ETF
2294344,48017,GJWL,502020,国金50
2294345,48018,GJWLA,502021,国金50A
2294346,48019,GJWLB,502022,国金50B
2294347,48012,CSYDYL,502013,长盛一带一路
2294348,48013,CSYDYLA,502014,长盛一带一路A
2294349,48014,CSYDYLB,502015,长盛一带一路B
2294350,46757,HTWLLETF,512510,华泰500ETF
2294351,47721,BSWLETF,510710,博时50ETF
2294352,49581,YFDQG,502006,易方达企改
2294353,49582,YFDQGA,502007,易方达企改A
2294354,49583,YFDQGB,502008,易方达企改B
2294355,47948,GSWLLETF,510560,国寿500ETF
2294356,50198,DCHLJR,502036,大成互联金融
2294357,50199,DCHLJRA,502037,大成互联金融A
2294358,50200,DCHLJRB,502038,大成互联金融B
2294359,49669,GJXX,501000,国金鑫新
2294360,50571,YFDZQ,502010,易方达证券
2294361,50572,YFDZQA,502011,易方达证券A
2294362,50573,YFDZQB,502012,易方达证券B
2294363,50574,YFDJG,502003,易方达军工
2294364,50575,YFDJGA,502004,易方达军工A
2294365,50576,YFDJGB,502005,易方达军工B
2294366,49763,NFXXETF,512330,南方信息ETF
2294367,51267,GFYL,502056,广发医疗
2294368,51268,GFYLA,502057,广发医疗A
2294369,51269,GFYLB,502058,广发医疗B
2294370,51482,JSHBETF,511890,景顺货币ETF
2294371,51273,HTHBETFA,511830,华泰货币ETFA
2294372,50130,ZHGTA,502031,中海高铁A
2294373,50131,ZHGTB,502032,中海高铁B
2294374,50950,PHGTA,502024,鹏华钢铁A
2294375,50951,PHGTB,502025,鹏华钢铁B
2294376,50952,PHXSLA,502027,鹏华新丝路A
2294377,50953,PHXSLB,502028,鹏华新丝路B
2294378,50956,CXYDYLA,502017,长信一带一路A
2294379,50957,CXYDYLB,502018,长信一带一路B
2294380,52084,CSZQ,502053,长盛证券
2294381,52085,CSZQA,502054,长盛证券A
2294382,52086,CSZQB,502055,长盛证券B
2294383,50836,PHGT,502023,鹏华钢铁
2294384,50841,PHXSL,502026,鹏华新丝路
2294385,51180,CSWL,502040,长盛50
2294386,51181,CSWLA,502041,长盛50A
2294387,51182,CSWLB,502042,长盛50B
2294388,51807,GFHSSLLETF,510360,广发沪深300ETF
2294389,53373,YFDWLLETF,510580,易方达500ETF
2294390,107093,CTJX,501001,财通精选
2294391,58564,HTFTFTE,511980,汇添富添富通E
2294392,60566,FGSYBH,511900,富国收益宝H
2294393,61480,ZRRRYETF,511930,中融日日盈ETF
2294394,65134,JSKXH,511960,嘉实快线H
2294395,50955,CXYDYL,502016,长信一带一路
2294396,63214,CXNYHL,501002,长信能源互联
2294397,66252,PHTLB,511820,鹏华添利B
2294398,64460,WJWLETF,510680,万家50ETF
2294399,64613,HTFJZA,501005,汇添富精准A
2294400,71500,GFHBE,511920,广发货币E
2294401,68574,CTSJ,501015,财通升级
2294402,78794,NFYY,501018,南方原油
2294403,83421,RTHBE,511910,融通货币E
2294404,79808,HBXG,501021,华宝香港
2294405,82945,ZSCFBE,511850,招商财富宝E
2294406,85241,GSHBE,511970,国寿货币E
2294407,83395,GTZQETF,512880,国泰证券ETF
2294408,83396,GTJGETF,512660,国泰军工ETF
2294409,85662,HBJGETF,512810,华宝军工ETF
2294410,76930,GTRF,501017,国泰融丰
2294411,85661,HTFGQETF,510810,汇添富国企ETF
2294412,87496,HBQSETF,512000,华宝券商ETF
2294413,90264,JXTYH,511660,建信添益H
2294414,91980,AXBZJETF,511680,安信保证金ETF
2294415,92308,HARRXH,511600,华安日日鑫H
2294416,87178,GFJGETF,512680,广发军工ETF
2294417,93148,PAHBETFE,511700,平安货币ETFE
2294418,92987,DCTYE,511690,大成添益E
2294419,91809,PHGZXQ,501023,鹏华港中小企
2294420,91154,NFYLLLETF,512100,南方1000ETF
2294421,91162,YHXS,501022,银华鑫盛
2294422,95863,PHXGYH,501025,鹏华香港银行
2294423,93303,HXWLAH,501050,华夏50AH
2294424,90156,CTFX,501026,财通福享
2294425,100430,DBXJBETFE,511760,德邦现金宝ETFE
2294426,100317,GFTLETF,511950,广发添利ETF
2294427,105358,HXKXETF,511650,华夏快线ETF
2294428,105015,YFDHLWLETF,513050,易方达互联50ETF
2294429,103242,HBAGHL,501029,华宝A股红利
2294430,100839,HFTMYZ,501300,海富通美元债
2294431,103230,HTFHLYLA,501007,汇添富互联医疗A
2294432,103231,HTFHLYLC,501008,汇添富互联医疗C
2294433,103232,HTFHJZLA,501030,汇添富环境治理A
2294434,103233,HTFHJZLC,501031,汇添富环境治理C
2294435,103234,HTFSWKJA,501009,汇添富生物科技A
2294436,103235,HTFSWKJC,501010,汇添富生物科技C
2294437,96584,CTFR,501028,财通福瑞
2294438,103240,HTFZYA,501011,汇添富中药A
2294439,103241,HTFZYC,501012,汇添富中药C
2294440,106033,GFHBETF,512580,广发环保ETF
2294441,110653,NFZQETF,512900,南方证券ETF
2294442,116774,JYXJETFE,511770,金鹰现金ETFE
2294443,117583,GTHTJG,501019,国泰航天军工
2294444,117584,GTGQG,501020,国泰国企改
2294445,100981,HFTZQZETF,511230,海富通周期债ETF
2294446,105893,CTFS,501032,财通福盛
2294447,117318,CXSHGG,501003,长信上海改革
2294448,118423,HBGGT,501301,华宝港股通
2294449,119884,GTZZZQ,501016,国泰中证证券
2294450,103348,GTRX,501027,国泰融信
2294453,128366,NFYHETF,512700,南方银行ETF
2294454,131091,YFDJGETF,512560,易方达军工ETF
2294455,128992,HBZZYHETF,512800,华宝中证银行ETF
2294456,120466,JSAWLETF,512550,嘉实A50ETF
2424833,1035,RLLY,201008,R001
2424834,1037,RLLS,201010,R004
2424835,1038,RCLLY,202001,RC001
2424836,1039,RCLLS,202003,RC003
2424837,1040,RCLLQ,202007,RC007
2424838,1036,RLLE,201009,R002
2424842,3885,LWLSRLLQ,203016,0504R007
2424843,3886,LWLSRLEB,203017,0504R028
2424844,3887,LWLSRLJY,203018,0504R091
2424860,3789,LWYERLLQ,203040,0512R007
2424861,3790,LWYERLEB,203041,0512R028
2424862,3791,LWYERLJY,203042,0512R091
2424878,4554,GCLLY,204001,GC001
2424879,4555,GCLLE,204002,GC002
2424880,4556,GCLLS,204003,GC003
2424881,4557,GCLLS,204004,GC004
2424882,4558,GCLLQ,204007,GC007
2424883,4559,GCLYS,204014,GC014
2424884,4560,GCLEB,204028,GC028
2424885,4561,GCLJY,204091,GC091
2424886,4562,GCYBE,204182,GC182
3801241,2008301,T1709,T1709
3801242,2008302,TF1709,TF1709
3801246,2008380,IC1709,IC1709
3801247,2008381,IF1709,IF1709
3801248,2008382,IH1709,IH1709
3801252,2008416,T1712,T1712
3801253,2008417,TF1712,TF1712
3801257,2008507,IC1712,IC1712
3801258,2008508,IF1712,IF1712
3801259,2008509,IH1712,IH1712
3801263,2008561,T1803,T1803
3801264,2008562,TF1803,TF1803
3801268,2009027,IC1803,IC1803
3801269,2009026,IF1803,IF1803
3801270,2009028,IH1803,IH1803
4851091,2006245,BU1709,沥青1709
4851133,2006426,BU1712,沥青1712
4851172,2006548,BU1803,沥青1803
4851214,2006692,BU1806,沥青1806
4851252,2007143,FU1709,燃油1709
4851253,2007287,AG1709,沪银1709
4851254,2007278,AL1709,沪铝1709
4851255,2007286,AU1710,沪金1710
4851256,2007285,BU1809,沥青1809
4851257,2007279,CU1709,沪铜1709
4851258,2007290,HC1709,热轧卷板1709
4851259,2007282,NI1709,沪镍1709
4851260,2007281,PB1709,沪铅1709
4851261,2007288,RB1709,螺纹钢1709
4851262,2007284,RU1709,橡胶1709
4851263,2007283,SN1709,沪锡1709
4851264,2007289,WR1709,线材1709
4851265,2007280,ZN1709,沪锌1709
4851266,2007325,FU1710,燃油1710
4851267,2007568,AG1710,沪银1710
4851268,2007559,AL1710,沪铝1710
4851271,2007560,CU1710,沪铜1710
4851272,2007571,HC1710,热轧卷板1710
4851273,2007563,NI1710,沪镍1710
4851274,2007562,PB1710,沪铅1710
4851275,2007569,RB1710,螺纹钢1710
4851276,2007565,RU1710,橡胶1710
4851277,2007564,SN1710,沪锡1710
4851278,2007570,WR1710,线材1710
4851279,2007561,ZN1710,沪锌1710
4851280,2007916,FU1711,燃油1711
4851281,2008290,AG1711,沪银1711
4851282,2008283,AL1711,沪铝1711
4851283,2008295,AU1712,沪金1712
4851285,2008284,CU1711,沪铜1711
4851286,2008293,HC1711,热轧卷板1711
4851287,2008287,NI1711,沪镍1711
4851288,2008286,PB1711,沪铅1711
4851289,2008291,RB1711,螺纹钢1711
4851290,2008289,RU1711,橡胶1711
4851291,2008288,SN1711,沪锡1711
4851292,2008292,WR1711,线材1711
4851293,2008285,ZN1711,沪锌1711
4851294,2008299,FU1712,燃油1712
4851295,2008328,AG1712,沪银1712
4851296,2008320,AL1712,沪铝1712
4851298,2008326,BU1812,沥青1812
4851299,2008321,CU1712,沪铜1712
4851300,2008331,HC1712,热轧卷板1712
4851301,2008324,NI1712,沪镍1712
4851302,2008323,PB1712,沪铅1712
4851303,2008329,RB1712,螺纹钢1712
4851304,2008325,SN1712,沪锡1712
4851305,2008330,WR1712,线材1712
4851306,2008322,ZN1712,沪锌1712
4851307,2008335,FU1801,燃油1801
4851308,2008346,AG1801,沪银1801
4851309,2008337,AL1801,沪铝1801
4851310,2008345,AU1802,沪金1802
4851312,2008338,CU1801,沪铜1801
4851313,2008349,HC1801,热轧卷板1801
4851314,2008341,NI1801,沪镍1801
4851315,2008340,PB1801,沪铅1801
4851316,2008347,RB1801,螺纹钢1801
4851317,2008343,RU1801,橡胶1801
4851318,2008342,SN1801,沪锡1801
4851319,2008348,WR1801,线材1801
4851320,2008339,ZN1801,沪锌1801
4851321,2008392,AG1802,沪银1802
4851322,2008384,AL1802,沪铝1802
4851325,2008385,CU1802,沪铜1802
4851326,2008394,HC1802,热轧卷板1802
4851327,2008388,NI1802,沪镍1802
4851328,2008387,PB1802,沪铅1802
4851329,2008393,RB1802,螺纹钢1802
4851330,2008389,SN1802,沪锡1802
4851331,2008395,WR1802,线材1802
4851332,2008386,ZN1802,沪锌1802
4851333,2008414,FU1803,燃油1803
4851334,2008457,AG1803,沪银1803
4851335,2008448,AL1803,沪铝1803
4851336,2008456,AU1804,沪金1804
4851337,2008455,BU1903,沥青1903
4851338,2008449,CU1803,沪铜1803
4851339,2008460,HC1803,热轧卷板1803
4851340,2008452,NI1803,沪镍1803
4851341,2008451,PB1803,沪铅1803
4851342,2008458,RB1803,螺纹钢1803
4851343,2008454,RU1803,橡胶1803
4851344,2008453,SN1803,沪锡1803
4851345,2008459,WR1803,线材1803
4851346,2008450,ZN1803,沪锌1803
4851347,2008465,FU1804,燃油1804
4851348,2008489,AG1804,沪银1804
4851349,2008481,AL1804,沪铝1804
4851351,2008487,BU1710,沥青1710
4851352,2008480,CU1804,沪铜1804
4851353,2008492,HC1804,热轧卷板1804
4851354,2008484,NI1804,沪镍1804
4851355,2008483,PB1804,沪铅1804
4851356,2008490,RB1804,螺纹钢1804
4851357,2008486,RU1804,橡胶1804
4851358,2008485,SN1804,沪锡1804
4851359,2008491,WR1804,线材1804
4851360,2008482,ZN1804,沪锌1804
4851361,2008511,FU1805,燃油1805
4851362,2008516,AG1805,沪银1805
4851363,2008515,AL1805,沪铝1805
4851364,2008517,AU1806,沪金1806
4851365,2008522,BU1711,沥青1711
4851366,2008513,CU1805,沪铜1805
4851367,2008521,HC1805,热轧卷板1805
4851368,2008524,NI1805,沪镍1805
4851369,2008523,PB1805,沪铅1805
4851370,2008519,RB1805,螺纹钢1805
4851371,2008518,RU1805,橡胶1805
4851372,2008514,SN1805,沪锡1805
4851373,2008520,WR1805,线材1805
4851374,2008525,ZN1805,沪锌1805
4851375,2008559,FU1806,燃油1806
4851376,2008584,AG1806,沪银1806
4851377,2008578,AL1806,沪铝1806
4851378,2008589,AU1709,沪金1709
4851379,2008590,BU1906,沥青1906
4851380,2008579,CU1806,沪铜1806
4851381,2008588,HC1806,热轧卷板1806
4851382,2008581,NI1806,沪镍1806
4851383,2008580,PB1806,沪铅1806
4851384,2008586,RB1806,螺纹钢1806
4851385,2008585,RU1806,橡胶1806
4851386,2008583,SN1806,沪锡1806
4851387,2008587,WR1806,线材1806
4851388,2008582,ZN1806,沪锌1806
4851389,2008597,FU1807,燃油1807
4851390,2008672,AG1807,沪银1807
4851391,2008663,AL1807,沪铝1807
4851392,2008671,AU1808,沪金1808
4851393,2008670,BU1801,沥青1801
4851394,2008664,CU1807,沪铜1807
4851395,2008675,HC1807,热轧卷板1807
4851396,2008667,NI1807,沪镍1807
4851397,2008666,PB1807,沪铅1807
4851398,2008673,RB1807,螺纹钢1807
4851399,2008669,RU1807,橡胶1807
4851400,2008668,SN1807,沪锡1807
4851401,2008674,WR1807,线材1807
4851402,2008665,ZN1807,沪锌1807
4851403,2009125,FU1808,燃油1808
5899101,2006562,SR709,白糖1709
5899122,2006643,SR711,白糖1711
5899144,2006795,SR801,白糖1801
5899155,2007155,ZC709,动力煤1709
5899156,2007240,CF709,郑棉1709
5899157,2007246,FG709,玻璃1709
5899158,2007249,JR709,粳稻1709
5899159,2007250,LR709,晚籼稻1709
5899160,2007245,MA709,甲醇1709
5899161,2007243,OI709,菜油1709
5899162,2007238,PM709,普麦1709
5899163,2007244,RI709,早籼稻1709
5899164,2007248,RM709,菜粕1709
5899165,2007247,RS709,菜籽1709
5899166,2007251,SF709,硅铁1709
5899167,2007252,SM709,锰硅1709
5899168,2007241,SR803,白糖1803
5899169,2007242,TA709,PTA1709
5899170,2007239,WH709,强麦1709
5899171,2007508,ZC710,动力煤1710
5899172,2007727,FG710,玻璃1710
5899173,2007726,MA710,甲醇1710
5899174,2007728,SF710,硅铁1710
5899175,2007729,SM710,锰硅1710
5899176,2007725,TA710,PTA1710
5899177,2008251,ZC711,动力煤1711
5899178,2008270,CF711,郑棉1711
5899179,2008276,FG711,玻璃1711
5899180,2008279,JR711,粳稻1711
5899181,2008280,LR711,晚籼稻1711
5899182,2008275,MA711,甲醇1711
5899183,2008273,OI711,菜油1711
5899184,2008268,PM711,普麦1711
5899185,2008274,RI711,早籼稻1711
5899186,2008278,RM711,菜粕1711
5899187,2008277,RS711,菜籽1711
5899188,2008281,SF711,硅铁1711
5899189,2008282,SM711,锰硅1711
5899190,2008271,SR805,白糖1805
5899191,2008272,TA711,PTA1711
5899192,2008269,WH711,强麦1711
5899193,2008300,ZC712,动力煤1712
5899194,2008317,FG712,玻璃1712
5899195,2008316,MA712,甲醇1712
5899196,2008318,SF712,硅铁1712
5899197,2008319,SM712,锰硅1712
5899198,2008315,TA712,PTA1712
5899199,2008336,ZC801,动力煤1801
5899200,2008352,CF801,郑棉1801
5899201,2008358,FG801,玻璃1801
5899202,2008360,JR801,粳稻1801
5899203,2008361,LR801,晚籼稻1801
5899204,2008357,MA801,甲醇1801
5899205,2008355,OI801,菜油1801
5899206,2008350,PM801,普麦1801
5899207,2008356,RI801,早籼稻1801
5899208,2008359,RM801,菜粕1801
5899209,2008362,SF801,硅铁1801
5899210,2008363,SM801,锰硅1801
5899211,2008353,SR807,白糖1807
5899212,2008354,TA801,PTA1801
5899213,2008351,WH801,强麦1801
5899214,2008383,ZC802,动力煤1802
5899215,2008398,FG802,玻璃1802
5899216,2008397,MA802,甲醇1802
5899217,2008399,SF802,硅铁1802
5899218,2008400,SM802,锰硅1802
5899219,2008396,TA802,PTA1802
5899220,2008415,ZC803,动力煤1803
5899221,2008436,CF803,郑棉1803
5899222,2008442,FG803,玻璃1803
5899223,2008444,JR803,粳稻1803
5899224,2008445,LR803,晚籼稻1803
5899225,2008441,MA803,甲醇1803
5899226,2008439,OI803,菜油1803
5899227,2008434,PM803,普麦1803
5899228,2008440,RI803,早籼稻1803
5899229,2008443,RM803,菜粕1803
5899230,2008446,SF803,硅铁1803
5899231,2008447,SM803,锰硅1803
5899232,2008437,SR809,白糖1809
5899233,2008438,TA803,PTA1803
5899234,2008435,WH803,强麦1803
5899235,2008466,ZC804,动力煤1804
5899236,2008495,FG804,玻璃1804
5899237,2008494,MA804,甲醇1804
5899238,2008496,SF804,硅铁1804
5899239,2008497,SM804,锰硅1804
5899240,2008493,TA804,PTA1804
5899241,2008512,ZC805,动力煤1805
5899242,2008530,CF805,郑棉1805
5899243,2008543,FG805,玻璃1805
5899244,2008546,JR805,粳稻1805
5899245,2008548,LR805,晚籼稻1805
5899246,2008541,MA805,甲醇1805
5899247,2008538,OI805,菜油1805
5899248,2008526,PM805,普麦1805
5899249,2008539,RI805,早籼稻1805
5899250,2008545,RM805,菜粕1805
5899251,2008550,SF805,硅铁1805
5899252,2008551,SM805,锰硅1805
5899253,2008533,SR811,白糖1811
5899254,2008535,TA805,PTA1805
5899255,2008527,WH805,强麦1805
5899256,2008560,ZC806,动力煤1806
5899257,2008565,FG806,玻璃1806
5899258,2008564,MA806,甲醇1806
5899259,2008566,SF806,硅铁1806
5899260,2008567,SM806,锰硅1806
5899261,2008563,TA806,PTA1806
5899262,2008601,ZC807,动力煤1807
5899263,2008610,FG807,玻璃1807
5899264,2008613,JR807,粳稻1807
5899265,2008614,LR807,晚籼稻1807
5899266,2008609,MA807,甲醇1807
5899267,2008607,OI807,菜油1807
5899268,2008602,PM807,普麦1807
5899269,2008608,RI807,早籼稻1807
5899270,2008611,RM807,菜粕1807
5899271,2008612,RS807,菜籽1807
5899272,2008615,SF807,硅铁1807
5899273,2008616,SM807,锰硅1807
5899274,2008603,WH807,强麦1807
5899275,0,CY801,棉纱1801
5899276,0,CY802,棉纱1802
5899277,0,CY803,棉纱1803
5899278,0,CY804,棉纱1804
5899279,0,CY805,棉纱1805
5899280,0,CY806,棉纱1806
5899281,0,CY807,棉纱1807
5899282,0,CY808,棉纱1808
5899283,2009235,ZC808,动力煤1808
6947889,2006573,A1709,豆一1709
6947915,2006654,A1711,豆一1711
6947941,2006815,A1801,豆一1801
6947969,2007222,A1803,豆一1803
6947970,2007223,B1709,豆二1709
6947971,2007234,BB1709,胶合板1709
6947972,2007224,C1709,玉米1709
6947973,2007237,CS1709,玉米淀粉1709
6947974,2007235,FB1709,纤维板1709
6947975,2007232,I1709,铁矿石1709
6947976,2007230,J1709,焦炭1709
6947977,2007233,JD1709,鸡蛋1709
6947978,2007231,JM1709,焦煤1709
6947979,2007227,L1709,塑料1709
6947980,2007225,M1709,豆粕1709
6947981,2007228,P1709,棕榈油1709
6947982,2007236,PP1709,聚丙烯1709
6947983,2007229,V1709,PVC1709
6947984,2007226,Y1709,豆油1709
6947985,2007737,BB1710,胶合板1710
6947986,2007738,FB1710,纤维板1710
6947987,2007735,I1710,铁矿石1710
6947988,2007733,J1710,焦炭1710
6947989,2007736,JD1710,鸡蛋1710
6947990,2007734,JM1710,焦煤1710
6947991,2007730,L1710,塑料1710
6947992,2007731,P1710,棕榈油1710
6947993,2007739,PP1710,聚丙烯1710
6947994,2007732,V1710,PVC1710
6947995,2008252,A1805,豆一1805
6947996,2008253,B1711,豆二1711
6947997,2008264,BB1711,胶合板1711
6947998,2008254,C1711,玉米1711
6947999,2008267,CS1711,玉米淀粉1711
6948000,2008265,FB1711,纤维板1711
6948001,2008262,I1711,铁矿石1711
6948002,2008260,J1711,焦炭1711
6948003,2008263,JD1711,鸡蛋1711
6948004,2008261,JM1711,焦煤1711
6948005,2008257,L1711,塑料1711
6948006,2008255,M1711,豆粕1711
6948007,2008258,P1711,棕榈油1711
6948008,2008266,PP1711,聚丙烯1711
6948009,2008259,V1711,PVC1711
6948010,2008256,Y1711,豆油1711
6948011,2008303,BB1712,胶合板1712
6948012,2008304,FB1712,纤维板1712
6948013,2008305,I1712,铁矿石1712
6948014,2008306,J1712,焦炭1712
6948015,2008307,JD1712,鸡蛋1712
6948016,2008308,JM1712,焦煤1712
6948017,2008309,L1712,塑料1712
6948018,2008310,M1712,豆粕1712
6948019,2008311,P1712,棕榈油1712
6948020,2008312,PP1712,聚丙烯1712
6948021,2008313,V1712,PVC1712
6948022,2008314,Y1712,豆油1712
6948023,2008364,A1807,豆一1807
6948024,2008365,B1801,豆二1801
6948025,2008366,BB1801,胶合板1801
6948026,2008367,C1801,玉米1801
6948027,2008368,CS1801,玉米淀粉1801
6948028,2008369,FB1801,纤维板1801
6948029,2008370,I1801,铁矿石1801
6948030,2008371,J1801,焦炭1801
6948031,2008372,JD1801,鸡蛋1801
6948032,2008373,JM1801,焦煤1801
6948033,2008374,L1801,塑料1801
6948034,2008375,M1801,豆粕1801
6948035,2008376,P1801,棕榈油1801
6948036,2008377,PP1801,聚丙烯1801
6948037,2008378,V1801,PVC1801
6948038,2008379,Y1801,豆油1801
6948039,2008401,BB1802,胶合板1802
6948040,2008402,FB1802,纤维板1802
6948041,2008403,I1802,铁矿石1802
6948042,2008404,J1802,焦炭1802
6948043,2008405,JD1802,鸡蛋1802
6948044,2008406,JM1802,焦煤1802
6948045,2008407,L1802,塑料1802
6948046,2008408,P1802,棕榈油1802
6948047,2008409,PP1802,聚丙烯1802
6948048,2008410,V1802,PVC1802
6948049,2008418,A1809,豆一1809
6948050,2008419,B1803,豆二1803
6948051,2008420,BB1803,胶合板1803
6948052,2008421,C1803,玉米1803
6948053,2008422,CS1803,玉米淀粉1803
6948054,2008423,FB1803,纤维板1803
6948055,2008424,I1803,铁矿石1803
6948056,2008425,J1803,焦炭1803
6948057,2008426,JD1803,鸡蛋1803
6948058,2008427,JM1803,焦煤1803
6948059,2008428,L1803,塑料1803
6948060,2008429,M1803,豆粕1803
6948061,2008430,P1803,棕榈油1803
6948062,2008431,PP1803,聚丙烯1803
6948063,2008432,V1803,PVC1803
6948064,2008433,Y1803,豆油1803
6948065,2008498,BB1804,胶合板1804
6948066,2008499,FB1804,纤维板1804
6948067,2008500,I1804,铁矿石1804
6948068,2008501,J1804,焦炭1804
6948069,2008502,JM1804,焦煤1804
6948070,2008503,L1804,塑料1804
6948071,2008504,P1804,棕榈油1804
6948072,2008505,PP1804,聚丙烯1804
6948073,2008506,V1804,PVC1804
6948074,2008510,JD1804,鸡蛋1804
6948075,2008528,A1811,豆一1811
6948076,2008531,BB1805,胶合板1805
6948077,2008529,C1805,玉米1805
6948078,2008532,CS1805,玉米淀粉1805
6948079,2008534,FB1805,纤维板1805
6948080,2008536,I1805,铁矿石1805
6948081,2008553,J1805,焦炭1805
6948082,2008537,JM1805,焦煤1805
6948083,2008540,L1805,塑料1805
6948084,2008542,M1805,豆粕1805
6948085,2008547,P1805,棕榈油1805
6948086,2008544,PP1805,聚丙烯1805
6948087,2008549,V1805,PVC1805
6948088,2008552,Y1805,豆油1805
6948089,2008557,JD1805,鸡蛋1805
6948090,2008558,B1805,豆二1805
6948091,2008577,B1806,豆二1806
6948092,2008568,BB1806,胶合板1806
6948093,2008569,FB1806,纤维板1806
6948094,2008572,I1806,铁矿石1806
6948095,2008576,J1806,焦炭1806
6948096,2008575,JM1806,焦煤1806
6948097,2008571,L1806,塑料1806
6948098,2008574,P1806,棕榈油1806
6948099,2008573,PP1806,聚丙烯1806
6948100,2008570,V1806,PVC1806
6948101,2008595,JD1806,鸡蛋1806
6948102,2008617,A1901,豆一1901
6948103,2008618,B1807,豆二1807
6948104,2008619,BB1807,胶合板1807
6948105,2008620,C1807,玉米1807
6948106,2008621,CS1807,玉米淀粉1807
6948107,2008622,FB1807,纤维板1807
6948108,2008623,I1807,铁矿石1807
6948109,2008624,J1807,焦炭1807
6948110,2008625,JM1807,焦煤1807
6948111,2008626,L1807,塑料1807
6948112,2008627,M1807,豆粕1807
6948113,2008628,P1807,棕榈油1807
6948114,2008629,PP1807,聚丙烯1807
6948115,2008630,V1807,PVC1807
6948116,2008631,Y1807,豆油1807
6948117,2009058,JD1807,鸡蛋1807
7602177,3000002,Au(T+N1),SGE黄金T+N1
7602178,0,iAu9999,SGE国际版黄金9999
7602180,3000004,Ag(T+D),SGE白银T+D
7602182,0,Au9995,SGE黄金9995
7602183,0,Au9999,SGE黄金9999
7602185,3000005,mAu(T+D),SGEMini黄金T+D
7602186,0,Pt9995,SGE铂金9995
7602188,0,Au100g,SGE黄金100g
7602189,3000003,Au(T+N2),SGE黄金T+N2
7602193,3000001,Au(T+D),SGE黄金T+D
8454145,39,NBB,200012,南  玻Ｂ
8454146,48,SKJB,200016,深康佳Ｂ
8454147,35,SWYB,200011,深物业Ｂ
8454148,50,SZHB,200017,深中华Ｂ
8454149,56,SHFB,200020,深华发Ｂ
8454151,52,SZB,200018,神 州 Ｂ
8454153,54,SSBB,200019,深深宝Ｂ
8454154,59,SCWB,200022,深赤湾Ｂ
8454156,66,FYDB,200026,飞亚达Ｂ
8454158,64,TLB,200025,特  力Ｂ
8454160,1049,MCKB,200512,闽灿坤Ｂ
8454162,69,YZB,200028,一 致 Ｂ
8454163,73,FAB,200030,富 奥 Ｂ
8454164,71,SSFB,200029,深深房Ｂ
8454167,89,SFZB,200045,深纺织Ｂ
8454168,81,SNDB,200037,深南电Ｂ
8454169,224,YDLB,200539,粤电力Ｂ
8454170,187,ZJB,200505,珠 江 Ｂ
8454171,1043,JMB,200054,建 摩 Ｂ
8454172,1042,SJDB,200053,深基地Ｂ
